forced_edge_u,forced_edge_v,forced_edge_node_u,forced_edge_node_v,status,forced_edge_cost,closure_upper,path_upper,declared_baseline_cycle_lower_bound,safe_gain_lower,safe_kappa_lower,safe_threshold_crossed,lkh_returncode,lkh_wall_seconds,hamiltonicity_verified,forced_edge_verified,baseline_path_membership_verified,objective_recomputed_independently,exact_hamiltonian_path_solved,exact_kappa_computed,resumed,error,task_key
63,76,64,77,verified_closure_witness,235,42373,42138,42231.0,-142.0,0.39574468085106385,False,0,0.9621846000663936,True,True,True,True,False,False,False,,d976c2bdea43ec1838d2a8623800d064cac2ad5a876701bad00b278114356080
64,172,65,173,verified_closure_witness,264,42339,42075,42231.0,-108.0,0.5909090909090909,False,0,1.3795823999680579,True,True,True,True,False,False,False,,b83bb1a178199abbfe3aa07ca1684d8055fd5335bf9b84993855dd98ebaa0724
64,182,65,183,verified_closure_witness,290,42355,42065,42231.0,-124.0,0.5724137931034483,False,0,0.9062934999819845,True,True,True,True,False,False,False,,f560513d59b5a544f93bdb78689b69b17fe249b477cbff08d901855f31d3f786
65,171,66,172,verified_closure_witness,325,42252,41927,42231.0,-21.0,0.9353846153846154,False,0,1.9654240000527352,True,True,True,True,False,False,False,,09559e389a1cbf84c684a577baa5c10908fe27066a2bb2d9f47df2e6b7cba819
65,172,66,173,verified_closure_witness,315,42273,41958,42231.0,-42.0,0.8666666666666667,False,0,0.7789329001680017,True,True,True,True,False,False,False,,9d1a63285689579f8b9c3b314475e0f222aef721b33297092295235651160244
66,76,67,77,verified_closure_witness,167,42407,42240,42231.0,-176.0,-0.05389221556886228,False,0,0.878317000111565,True,True,True,True,False,False,False,,47a8d6338eac144b2349323a349fc6f350b048b06c7b30966e4bbdd1fe17dfb8
66,77,67,78,verified_closure_witness,155,42404,42249,42231.0,-173.0,-0.11612903225806452,False,0,0.9603229998610914,True,True,True,True,False,False,False,,e03f39ec562ba731736530723967d6a357dd037bf4433963f3da3f81c87a3a39
66,81,67,82,verified_closure_witness,184,42383,42199,42231.0,-152.0,0.17391304347826086,False,0,1.1140755999367684,True,True,True,True,False,False,False,,63a82c335647d89f0fbd2f989d0b70a70cadb0a570cac8bee8d36b4ab3e88ce3
67,78,68,79,verified_closure_witness,178,42378,42200,42231.0,-147.0,0.17415730337078653,False,0,0.8310399001929909,True,True,True,True,False,False,False,,52c53aaf54d73ce08c85ffbc7d1edbf8a39bb33de6e9325cdc3925c4b0cd8e4e
67,81,68,82,verified_closure_witness,150,42374,42224,42231.0,-143.0,0.04666666666666667,False,0,1.8123211998026818,True,True,True,True,False,False,False,,2eef6ff09dff62ec1c75ebb67273e2f003a7cee65f535c6e8c8599105eccb2b0
68,74,69,75,verified_closure_witness,98,42303,42205,42231.0,-72.0,0.2653061224489796,False,0,0.6440824000164866,True,True,True,True,False,False,False,,464da907940f0df5839f585d6d3f936e6d8907b7c98f3545e13d67aae75199a6
68,75,69,76,verified_closure_witness,164,42390,42226,42231.0,-159.0,0.03048780487804878,False,0,0.6844049000646919,True,True,True,True,False,False,False,,83fd5e5e80496a297530f45d0f6b3ea8d1b422623be04d14fd118ecaabf4de1a
68,79,69,80,verified_closure_witness,184,42345,42161,42231.0,-114.0,0.3804347826086957,False,0,1.0778425999451429,True,True,True,True,False,False,False,,bc3bff1c5f57ac37a619a6d49c3bb251107839653dd8e0f2ba72a1f227b05d6a
68,80,69,81,verified_closure_witness,128,42249,42121,42231.0,-18.0,0.859375,False,0,0.8201859998516738,True,True,True,True,False,False,False,,c227dbe661cd174684c8f02c23e66368627dd64a2c62091a8872ed2fad962849
69,72,70,73,verified_closure_witness,241,42336,42095,42231.0,-105.0,0.5643153526970954,False,0,1.0185994000639766,True,True,True,True,False,False,False,,d31c82e563dee961283149824bbc6976c17926e4665418daae8ebce86c0f7ede
69,75,70,76,verified_closure_witness,252,42447,42195,42231.0,-216.0,0.14285714285714285,False,0,0.5933821999933571,True,True,True,True,False,False,False,,438d78a61becc9f883b422d3737e6941fb7dc994d7a93cde9b5bbba8c6d98fe4
70,71,71,72,verified_closure_witness,176,42316,42140,42231.0,-85.0,0.5170454545454546,False,0,0.6768094999715686,True,True,True,True,False,False,False,,6a344a4babf655ba14f8727bd4f5201a716ad10c205aa82e97c7744f9bd29241
70,81,71,82,verified_closure_witness,118,42293,42175,42231.0,-62.0,0.4745762711864407,False,0,0.7627212000079453,True,True,True,True,False,False,False,,1cbf70c449b7d248aff78231e3e73a2ce191c4b1cbe55e8694be20fc94948c34
70,82,71,83,verified_closure_witness,159,42345,42186,42231.0,-114.0,0.2830188679245283,False,0,0.8911827998235822,True,True,True,True,False,False,False,,5b4fe188ab4237aafcd6d376156807e419542401dcd034b222835c3ffa6aef19
70,83,71,84,verified_closure_witness,176,42331,42155,42231.0,-100.0,0.4318181818181818,False,0,2.3937332001514733,True,True,True,True,False,False,False,,a9513ac04e09f92425dd9bf7aa4c5e215e07d7954b39be8002a8537933d66b54
71,78,72,79,verified_closure_witness,70,42309,42239,42231.0,-78.0,-0.11428571428571428,False,0,1.017485000193119,True,True,True,True,False,False,False,,a3dd928e1697da0ec8d6e1a7b88ec242f6d0d3d0052ecef31458ab319347c8d3
71,83,72,84,verified_closure_witness,158,42316,42158,42231.0,-85.0,0.4620253164556962,False,0,2.6765091998968273,True,True,True,True,False,False,False,,cb127c7c2a5cf7a861c99e0e7aee9faa3177d0c97d0b32208079ac0310fe96cf
71,85,72,86,verified_closure_witness,227,42335,42108,42231.0,-104.0,0.5418502202643172,False,0,0.8059594999067485,True,True,True,True,False,False,False,,bfdfedeb9f9fd724eba065d49a9e8713aee1fa65e12f6a644fb04ab44617d396
72,79,73,80,verified_closure_witness,70,42247,42177,42231.0,-16.0,0.7714285714285715,False,0,0.9369469000957906,True,True,True,True,False,False,False,,e7fc82a7504eb90a158243c85efef1a9dae38f05c5dbbbe009bf31ad30405a66
72,80,73,81,verified_closure_witness,173,42220,42047,42231.0,11.0,1.0635838150289016,True,0,0.6582067999988794,True,True,True,True,False,False,False,,7a925837f02e8ef2c87b540da74606859a797cbe5409addf5382ac08e5e5917e
73,79,74,80,verified_closure_witness,173,42330,42157,42231.0,-99.0,0.4277456647398844,False,0,1.0577911001164466,True,True,True,True,False,False,False,,575fb1f4a7788144b3e57bd51f23a83d5ea0a04b3a53f98f077e6393cf3922fb
73,80,74,81,verified_closure_witness,70,42238,42168,42231.0,-7.0,0.9,False,0,1.599121999926865,True,True,True,True,False,False,False,,ec4084091d759a8094a6f17b3d22660ce115397013cfc87219cee15d4d62eee0
73,89,74,90,verified_closure_witness,370,42419,42049,42231.0,-188.0,0.4918918918918919,False,0,0.6711585000157356,True,True,True,True,False,False,False,,5d2cd0f30613cd7be1288845e130d127a610fc339427b4085dcd4f299ad9044e
74,88,75,89,verified_closure_witness,316,42381,42065,42231.0,-150.0,0.5253164556962026,False,0,0.8625825000926852,True,True,True,True,False,False,False,,7d10610886c1422ab82aa765ad452c867e16e87e3d9c08166f51d675bf96fa98
74,89,75,90,verified_closure_witness,332,42393,42061,42231.0,-162.0,0.5120481927710844,False,0,1.4257042000535876,True,True,True,True,False,False,False,,73f8c65f365707af3446233676df7c9ded6a834c8385d8a35b16ef5603bdf2d8
75,85,76,86,verified_closure_witness,221,42388,42167,42231.0,-157.0,0.2895927601809955,False,0,0.8118127000052482,True,True,True,True,False,False,False,,bd86aff783afe7a9675dfd897a699d1c1df13d7164c8558b5a6a647c6bdddae5
76,81,77,82,verified_closure_witness,179,42425,42246,42231.0,-194.0,-0.08379888268156424,False,0,0.8197107999585569,True,True,True,True,False,False,False,,207cb32183fb8abda4d167d829c6932b574a462117447d6de8ead74c993b54bb
76,82,77,83,verified_closure_witness,180,42437,42257,42231.0,-206.0,-0.14444444444444443,False,0,0.6864487000275403,True,True,True,True,False,False,False,,9e68d23f6c87d1573dcc5633e0151f2d7a917ba32190c93ec2a1e1594e1e1783
76,85,77,86,verified_closure_witness,189,42374,42185,42231.0,-143.0,0.24338624338624337,False,0,1.183592400047928,True,True,True,True,False,False,False,,1ea75df13de9ea834720714ee991bb185dad84a3fc46d6586cafcde9d00ff1b3
77,78,78,79,verified_closure_witness,174,42440,42266,42231.0,-209.0,-0.20114942528735633,False,0,1.2116059998515993,True,True,True,True,False,False,False,,a37b9697af31eef8aae2dbaccdb00bb31fad6a749fdde1347b6a11f4602e781e
77,82,78,83,verified_closure_witness,73,42298,42225,42231.0,-67.0,0.0821917808219178,False,0,0.9161700999829918,True,True,True,True,False,False,False,,6f34b3a8f3683e33936b65a8c9d0294fbce8b836fd1eb1baedd929a6f78e3bf6
77,84,78,85,verified_closure_witness,149,42355,42206,42231.0,-124.0,0.16778523489932887,False,0,0.8464776000473648,True,True,True,True,False,False,False,,16ed103c4e33f0856e7a2da442364a44945e2ef15674ae5fd54a578028e892dc
78,81,79,82,verified_closure_witness,174,42402,42228,42231.0,-171.0,0.017241379310344827,False,0,0.9182201998773962,True,True,True,True,False,False,False,,b4f3081d5d69a4408a6cad32d652ddc0153ef8dd7c6d6dbe92faa5787e9143ed
78,82,79,83,verified_closure_witness,168,42367,42199,42231.0,-136.0,0.19047619047619047,False,0,0.7106274000834674,True,True,True,True,False,False,False,,2e461faff81d216810953c401f95a144c68a921e6710188f83dcd483c8d64b19
78,84,79,85,verified_closure_witness,219,42357,42138,42231.0,-126.0,0.4246575342465753,False,0,2.8889188000466675,True,True,True,True,False,False,False,,066a2b4a1e1638c74c9edef5f4ff6fb3cbc969bdca81ccc26971f6e31c1fd09e
85,97,86,98,verified_closure_witness,512,42506,41994,42231.0,-275.0,0.462890625,False,0,0.8014635001309216,True,True,True,True,False,False,False,,45e4ab3676a734ca3be3dddfdffb794c465de376d08fc72af8ff0d2621da91ae
86,187,87,188,verified_closure_witness,247,42336,42089,42231.0,-105.0,0.5748987854251012,False,0,0.7615663998294622,True,True,True,True,False,False,False,,99bd7b1581fc92086e356a31bdc7f61d49ceffa517d3bbf9ac18003dbdb42f52
86,196,87,197,verified_closure_witness,287,42385,42098,42231.0,-154.0,0.4634146341463415,False,0,0.765146299963817,True,True,True,True,False,False,False,,07b02e83286d1546824646426fcd9f24392917ce9d77e7fe0a480cd48a508b3d
87,189,88,190,verified_closure_witness,272,42274,42002,42231.0,-43.0,0.8419117647058824,False,0,0.814738400047645,True,True,True,True,False,False,False,,d22b21615ab1a616f02a67284c3a4e4a0aff70e4dc5a9720b3e736491828f4af
87,196,88,197,verified_closure_witness,295,42319,42024,42231.0,-88.0,0.7016949152542373,False,0,0.9532226000446826,True,True,True,True,False,False,False,,a64a343347228aa9fb4642b74abed6f00b341f685e472abba436a6081b41ace3
88,98,89,99,verified_closure_witness,331,42188,41857,42231.0,43.0,1.1299093655589123,True,0,1.515811099903658,True,True,True,True,False,False,False,,d7d6282b73cceb642e7fdbf8c48bd86dbfbb9924721be026173e1bd40c69c1fd
90,95,91,96,verified_closure_witness,150,42492,42342,42231.0,-261.0,-0.74,False,0,1.0213138000108302,True,True,True,True,False,False,False,,31291ab731428c9c9b8bfeac1662671efd70c49b6a5166843e3bc3d5ffc5aad1
90,96,91,97,verified_closure_witness,181,42628,42447,42231.0,-397.0,-1.1933701657458564,False,0,0.7143538000527769,True,True,True,True,False,False,False,,55024702a7c74e1d5d2297318460f5f3bc9b2379aa62f6fecf7a975de8f5ce99
90,100,91,101,verified_closure_witness,299,42670,42371,42231.0,-439.0,-0.4682274247491639,False,0,1.1348979000467807,True,True,True,True,False,False,False,,931316bff99ec3effbce8b6f3b2e43c8bf83c35dd88edb1763babb613da94f25
90,101,91,102,verified_closure_witness,331,42418,42087,42231.0,-187.0,0.4350453172205438,False,0,1.4861900999676436,True,True,True,True,False,False,False,,2e6bc9c3cf8ac9e4b82716e254c04e96e03f2b22b3ecbe67f44caa54b1c4877c
91,96,92,97,verified_closure_witness,150,42760,42610,42231.0,-529.0,-2.526666666666667,False,0,1.787100899964571,True,True,True,True,False,False,False,,6320653d4961aac44a7db7ed344e895b4696bcfb5272e8227fa6043b44b9d105
91,100,92,101,verified_closure_witness,268,42889,42621,42231.0,-658.0,-1.455223880597015,False,0,1.2759428001008928,True,True,True,True,False,False,False,,928088e6413dcf610b5b9be18000143e74bac4dcb93033cf128ae71b710f39d9
91,101,92,102,verified_closure_witness,300,42316,42016,42231.0,-85.0,0.7166666666666667,False,0,0.6547155999578536,True,True,True,True,False,False,False,,49e8976997ff2b88f93438c60d239a53f5f8512397a3dabcd8e1a6e741705c71
92,98,93,99,verified_closure_witness,389,42261,41872,42231.0,-30.0,0.922879177377892,False,0,1.612087900051847,True,True,True,True,False,False,False,,6a719355c2ca781c5c15b287db5613b086b95f85d39b40739011a99cf347bea5
93,205,94,206,verified_closure_witness,253,42332,42079,42231.0,-101.0,0.6007905138339921,False,0,0.644964599981904,True,True,True,True,False,False,False,,5fb46b9c29faa7305fd6f24ae5889a3058454e6c3f0c881a2c97f9b3e147daee
93,206,94,207,verified_closure_witness,281,42347,42066,42231.0,-116.0,0.5871886120996441,False,0,0.7512016000691801,True,True,True,True,False,False,False,,7761468f434da5415e62add55fb7f52e019ca98eadd8d394cd662b7490c734f7
94,195,95,196,verified_closure_witness,217,42349,42132,42231.0,-118.0,0.45622119815668205,False,0,0.8113015999551862,True,True,True,True,False,False,False,,c9be1cf670c4b382db61339d8ce81d0f5205ace5422615e2b37c492f62b69572
94,196,95,197,verified_closure_witness,203,42339,42136,42231.0,-108.0,0.46798029556650245,False,0,1.1982732999604195,True,True,True,True,False,False,False,,5f1d1e82fa9309b4a74865adfb2f14a8418e82b1402919832257cbfd715a2836
94,200,95,201,verified_closure_witness,191,42317,42126,42231.0,-86.0,0.5497382198952879,False,0,2.0112580000422895,True,True,True,True,False,False,False,,2f07f7c6813de69c979811a8a66c579a0f5241331d0cb77f333449df4b52faf4
94,201,95,202,verified_closure_witness,200,42424,42224,42231.0,-193.0,0.035,False,0,0.7764345998875797,True,True,True,True,False,False,False,,4b45f183bc26ad3ebd1ef4c7fada4f3b055d7d7df5bca849709b1f5515caa61e
94,205,95,206,verified_closure_witness,266,42398,42132,42231.0,-167.0,0.37218045112781956,False,0,0.8652262999676168,True,True,True,True,False,False,False,,290374699c1aeb76b173f353d30b0b3967ff7ec6a4736a9f79b4cec590766882
94,206,95,207,verified_closure_witness,289,42408,42119,42231.0,-177.0,0.3875432525951557,False,0,1.2190787999425083,True,True,True,True,False,False,False,,828636cdb314aabf72aef56644bd4085a7b99de111c948dbea7f0d3e9dddc341
95,100,96,101,verified_closure_witness,149,42678,42529,42231.0,-447.0,-2.0,False,0,1.1286955000832677,True,True,True,True,False,False,False,,34f2e54705a3e663d79f382d2e049f466e274bbaf5d47d26876a5ede2708bfbf
95,101,96,102,verified_closure_witness,181,42296,42115,42231.0,-65.0,0.6408839779005525,False,0,2.407950600143522,True,True,True,True,False,False,False,,85bf1e6b5d61c16d8a8f3cb93cef4fff685da26871105bc6137bb67849ef9698
96,97,97,98,verified_closure_witness,561,42822,42261,42231.0,-591.0,-0.053475935828877004,False,0,2.5303092999383807,True,True,True,True,False,False,False,,0f03e2ae8e813cd0a5f43a02601061392d34b07d4c66951101e429b6558e7fe4
96,101,97,102,verified_closure_witness,150,42242,42092,42231.0,-11.0,0.9266666666666666,False,0,0.8902114001102746,True,True,True,True,False,False,False,,d84b835903417953f878e123ad215e8acae7b96fb7f474a82dc2d968385f981c
97,100,98,101,verified_closure_witness,573,42758,42185,42231.0,-527.0,0.08027923211169284,False,0,0.6932957000099123,True,True,True,True,False,False,False,,1d29790f49db00fcd9ca837bf1a08ac6e6b234e120f94cf00583ecc0b2df6986
99,196,100,197,verified_closure_witness,260,42334,42074,42231.0,-103.0,0.6038461538461538,False,0,0.5533938999287784,True,True,True,True,False,False,False,,6c39a46b2f188752a459901ced75cfdf2960c02a83902693832a165b07fc5cc7
99,200,100,201,verified_closure_witness,166,42346,42180,42231.0,-115.0,0.3072289156626506,False,0,0.8172710000071675,True,True,True,True,False,False,False,,fa55ba10e64df670fa43050accec75d7d1b4cc9b4fd8258586859b8b6cea31a7
105,110,106,111,verified_closure_witness,150,42261,42111,42231.0,-30.0,0.8,False,0,1.2370324998628348,True,True,True,True,False,False,False,,338aad69e129ed4f64b746fe696593e5c13a3f04c7ebaec904a3d54ef91bed77
105,111,106,112,verified_closure_witness,181,42302,42121,42231.0,-71.0,0.6077348066298343,False,0,1.0276504999492317,True,True,True,True,False,False,False,,af309b3e69a9190d957258eabd62750597f52e89d8ec9fcceca52025142f1c8a
105,114,106,115,verified_closure_witness,299,42392,42093,42231.0,-161.0,0.46153846153846156,False,0,0.7960752001963556,True,True,True,True,False,False,False,,7f7c683f95a622f84b60fb0bcb5b4856ca740a9073e610af4d493adeaa91f540
106,111,107,112,verified_closure_witness,150,42277,42127,42231.0,-46.0,0.6933333333333334,False,0,3.1272073998115957,True,True,True,True,False,False,False,,9283f0ecbe2af2064c84aed9e6500c10f1eb724d34084b431e006540efd99dea
106,114,107,115,verified_closure_witness,268,42379,42111,42231.0,-148.0,0.44776119402985076,False,0,0.8718103000428528,True,True,True,True,False,False,False,,a7abdcd2080c53d530e19180eab9b72a5d4a8c602405b4e111b127c1b3115ea4
108,219,109,220,verified_closure_witness,226,42289,42063,42231.0,-58.0,0.7433628318584071,False,0,0.7097341001499444,True,True,True,True,False,False,False,,5ebc8309614f5af7c5219dd15cebd2ae1985ff545e185005a93af52faf11c842
108,220,109,221,verified_closure_witness,253,42336,42083,42231.0,-105.0,0.5849802371541502,False,0,1.7166879000142217,True,True,True,True,False,False,False,,9ea7c13878e4619deefa66c2f9a4be6a4fddfe4902cbd86099317134f0602b85
109,211,110,212,verified_closure_witness,219,42220,42001,42231.0,11.0,1.0502283105022832,True,0,1.6633472999092191,True,True,True,True,False,False,False,,9a9ca22ab2416ee59436a020d975f9e96da50a4dfce56604fef7e30818d3ea07
109,215,110,216,verified_closure_witness,187,42207,42020,42231.0,24.0,1.1283422459893049,True,0,0.7018063000869006,True,True,True,True,False,False,False,,0d1bbc50bf029b6c7606b9b7a74efce20b8223e46bfe65ff49c646a7406052e0
110,114,111,115,verified_closure_witness,149,42242,42093,42231.0,-11.0,0.9261744966442953,False,0,1.13248910009861,True,True,True,True,False,False,False,,b0aaeccc9bac9cf2e04432c1e9396583f489e38443b88554b9d22c35aeba28f8
110,115,111,116,verified_closure_witness,181,42294,42113,42231.0,-63.0,0.6519337016574586,False,0,1.2421528999693692,True,True,True,True,False,False,False,,6d9617e1f212dd469869f14979db1a7ba4fff572a02044a6e76a5b2771eceee6
111,115,112,116,verified_closure_witness,150,42283,42133,42231.0,-52.0,0.6533333333333333,False,0,1.5205490000080317,True,True,True,True,False,False,False,,25785cf96e9cdc4e1734861a1083b7bf804032b9035ede4bf68dd4894ce9cb30
112,121,113,122,verified_closure_witness,331,42317,41986,42231.0,-86.0,0.7401812688821753,False,0,1.9767981001641601,True,True,True,True,False,False,False,,11ce819a7866dd8b3dc7d9ed226e6fa1a997b09a3d26e271d15400c65ca739af
112,122,113,123,verified_closure_witness,363,42391,42028,42231.0,-160.0,0.559228650137741,False,0,0.9024736999999732,True,True,True,True,False,False,False,,8183f444259cb0bea95bf1e11cdeeb47500e6f13a7c2b52c37dc5490bd9aab45
113,116,114,117,verified_closure_witness,398,42323,41925,42231.0,-92.0,0.7688442211055276,False,0,1.1291277999989688,True,True,True,True,False,False,False,,8246e9afb57ef9a0ca27f80b5f6d1143f7cecc9db0dd86cbb8429f3238f882ad
113,122,114,123,verified_closure_witness,363,42457,42094,42231.0,-226.0,0.3774104683195592,False,0,1.304530099965632,True,True,True,True,False,False,False,,6f6dbd40ae4ce7bd2addfffd4df597d92526d91162903b98f0d3cd381e1e683b
114,119,115,120,verified_closure_witness,188,42341,42153,42231.0,-110.0,0.4148936170212766,False,0,1.3062237999401987,True,True,True,True,False,False,False,,1c84582a9f8181df7a254440234ea3800dbc828bfda520c394c1f514671421aa
116,127,117,128,verified_closure_witness,235,42326,42091,42231.0,-95.0,0.5957446808510638,False,0,0.6411756998859346,True,True,True,True,False,False,False,,fa38f6a3cf5498371f16347863e99016e02a25699a821fbb5c31cbf31f9886ee
116,128,117,129,verified_closure_witness,260,42378,42118,42231.0,-147.0,0.4346153846153846,False,0,1.1806346999946982,True,True,True,True,False,False,False,,4edaac71a7c16597ce37102cbc308047e5f1e515d70440e92d0c5c3439c83915
117,216,118,217,verified_closure_witness,267,42359,42092,42231.0,-128.0,0.5205992509363296,False,0,2.336459199897945,True,True,True,True,False,False,False,,2d3e40fc467b448fdb6a8aa62710cf91d2b97cb9281bf86e62338c477364873b
118,219,119,220,verified_closure_witness,240,42279,42039,42231.0,-48.0,0.8,False,0,1.1112490000668913,True,True,True,True,False,False,False,,e5dae37c9826e028bf1d90d3fa7c04c8cc8a51cf1051d4f55246ff81cad7a269
118,220,119,221,verified_closure_witness,221,42198,41977,42231.0,33.0,1.1493212669683257,True,0,1.2453510998748243,True,True,True,True,False,False,False,,3e0034a2f7459c51a6d4bb38bbaa4262008a086eaf890bea706776e3a2b16a24
118,224,119,225,verified_closure_witness,275,42186,41911,42231.0,45.0,1.1636363636363636,True,0,2.572759199887514,True,True,True,True,False,False,False,,689d53ebe20fa0cd74345be8ee006c869cd9fd45a70e878450894941da9ba458
119,126,120,127,verified_closure_witness,142,42311,42169,42231.0,-80.0,0.43661971830985913,False,0,0.93806799990125,True,True,True,True,False,False,False,,b1e6a392d482ee607b588ba3029ecfd16a7c11057139fd033410af6588375ba0
119,133,120,134,verified_closure_witness,174,42348,42174,42231.0,-117.0,0.3275862068965517,False,0,1.3798338000196964,True,True,True,True,False,False,False,,86d77df90abde009149af5cd09da6c5c2e4a23bffcbcf8dbda570e6e9fa82bdb
120,128,121,129,verified_closure_witness,164,42364,42200,42231.0,-133.0,0.18902439024390244,False,0,1.1310430001467466,True,True,True,True,False,False,False,,1b7aed98e4cf62649de0d4b58c2581e5f3597303205bd6e7be4f8fa5b5f3e10a
120,129,121,130,verified_closure_witness,97,42302,42205,42231.0,-71.0,0.26804123711340205,False,0,1.582007200224325,True,True,True,True,False,False,False,,0cb61ba12465785a7c04612b266f4262a5929c11807d6784b96f9a33d0a286e3
120,130,121,131,verified_closure_witness,128,42345,42217,42231.0,-114.0,0.109375,False,0,2.731831200188026,True,True,True,True,False,False,False,,bfce9447f883ffaf5b223fe6f66c20e1e2aef406f3d44453aa2870090ea6b34d
120,131,121,132,verified_closure_witness,184,42296,42112,42231.0,-65.0,0.6467391304347826,False,0,2.233758599963039,True,True,True,True,False,False,False,,bdfa052c5afb562d217a75a6cd0fe4f16576874dedfaad2d05216b31c0b0a428
121,123,122,124,verified_closure_witness,241,42296,42055,42231.0,-65.0,0.7302904564315352,False,0,0.6756524001248181,True,True,True,True,False,False,False,,fcde3792bc87bf5a4f1dd567f06d6ed7dffe0c75c98bb1c74d099c7bb1e12fa0
121,128,122,129,verified_closure_witness,251,42420,42169,42231.0,-189.0,0.24701195219123506,False,0,0.8710709000006318,True,True,True,True,False,False,False,,4e1a52428061613a7c94f66f2e1052043d909796b675b6d0dc0e1b0ea96235c6
122,130,123,131,verified_closure_witness,71,42295,42224,42231.0,-64.0,0.09859154929577464,False,0,0.8923935000784695,True,True,True,True,False,False,False,,83602f9c2603febbaccab5129534ec830f221c53daa54c224ad21bb357563322
122,131,123,132,verified_closure_witness,173,42331,42158,42231.0,-100.0,0.42196531791907516,False,0,1.0381302000023425,True,True,True,True,False,False,False,,6383012917ca414f42cef7b84eda6a70e143151fba4a59154ae09d7cadc696b6
122,141,123,142,verified_closure_witness,370,42350,41980,42231.0,-119.0,0.6783783783783783,False,0,0.9021163999568671,True,True,True,True,False,False,False,,28de1f1757ddf4d7b196f950425922ec916504e4436d51bdab6079f365fe8c54
123,130,124,131,verified_closure_witness,173,42312,42139,42231.0,-81.0,0.5317919075144508,False,0,1.4518150999210775,True,True,True,True,False,False,False,,e0b7ff8f5daa2f3f0f6abbaf37b1a147d7e72599ec3bd942f8b3715f79fc2dd0
123,131,124,132,verified_closure_witness,71,42334,42263,42231.0,-103.0,-0.4507042253521127,False,0,2.0941830000374466,True,True,True,True,False,False,False,,0c3802a8dc5b5cf96d8adbf1b6f9bb57ef17109002e7928bdce9299ff00a936e
124,125,125,126,verified_closure_witness,172,42327,42155,42231.0,-96.0,0.4418604651162791,False,0,1.8189522000029683,True,True,True,True,False,False,False,,ecd368f756458762c1dddc004ab3dbcd0aabceb021a75fa821d1b2df14e28b47
124,126,125,127,verified_closure_witness,175,42345,42170,42231.0,-114.0,0.3485714285714286,False,0,0.5358270001597703,True,True,True,True,False,False,False,,637ad21834e702051d1845ac7af77b1effbaead34ebe80335e6b24c6cc6e3f09
124,132,125,133,verified_closure_witness,71,42299,42228,42231.0,-68.0,0.04225352112676056,False,0,0.6597532001323998,True,True,True,True,False,False,False,,f40364b662afaa53b4cd00b564e542ae20ec67db76b118ed3b9a53dc60d28804
124,134,125,135,verified_closure_witness,157,42290,42133,42231.0,-59.0,0.6242038216560509,False,0,2.3755065000150353,True,True,True,True,False,False,False,,330aa05fe4fcd5712e1b783966b4432b4419ab42c202b245aa34f62d7ee1b561
125,127,126,128,verified_closure_witness,177,42372,42195,42231.0,-141.0,0.2033898305084746,False,0,0.8490599999204278,True,True,True,True,False,False,False,,907665d21fa478cc81c9d0ccb987063721c858bc130f51c19a7faf8f55f31d40
125,133,126,134,verified_closure_witness,63,42278,42215,42231.0,-47.0,0.25396825396825395,False,0,0.8088199000339955,True,True,True,True,False,False,False,,94bb6588497408d86d4f0054d5847088a602bdcb42bf2150ddec9e4e3ae389e5
125,134,126,135,verified_closure_witness,148,42318,42170,42231.0,-87.0,0.41216216216216217,False,0,0.8827234001364559,True,True,True,True,False,False,False,,47ea2efb2c3494ebd228f6ea1a252d3332b8c20f6b329eff5447535360895a5c
125,135,126,136,verified_closure_witness,179,42421,42242,42231.0,-190.0,-0.061452513966480445,False,0,2.7280462000053376,True,True,True,True,False,False,False,,c0e34c6e697ea39606db4289d7100c34c7d4f4925e7cba85e4e40f515d43a736
126,127,127,128,verified_closure_witness,173,42400,42227,42231.0,-169.0,0.023121387283236993,False,0,2.0352715998888016,True,True,True,True,False,False,False,,694f055ff2f183fef75d371a29e46abc23ea86ad7c7c7ea177f356dc19c0a2c4
126,135,127,136,verified_closure_witness,150,42441,42291,42231.0,-210.0,-0.4,False,0,0.6552639999426901,True,True,True,True,False,False,False,,914b3b960af9cc9bcd2156eb4babbc73d2f6dbfe1b03fb04ba4dc7e303a798d7
126,136,127,137,verified_closure_witness,177,42416,42239,42231.0,-185.0,-0.04519774011299435,False,0,0.5644178001675755,True,True,True,True,False,False,False,,bb8992a248b231e1a9481d730d182e17fae880ad43b00b86f6ff6f3beef9843e
127,133,128,134,verified_closure_witness,175,42369,42194,42231.0,-138.0,0.21142857142857144,False,0,1.393356999848038,True,True,True,True,False,False,False,,4778b4bf957298d3db6039ec89033b2e4ce22a57f331412fb9a41da1bf007026
127,137,128,138,verified_closure_witness,189,42330,42141,42231.0,-99.0,0.47619047619047616,False,0,1.7223879999946803,True,True,True,True,False,False,False,,9a902ab8cc4047db8af11a792f2271cf270f0037d28ca7899465985d4254575e
129,140,130,141,verified_closure_witness,316,42377,42061,42231.0,-146.0,0.5379746835443038,False,0,3.1268700999207795,True,True,True,True,False,False,False,,6148e4b0b7f917968354dfcacd93b8da56d82d2ce636969c67a1b6dc425a21b0
129,141,130,142,verified_closure_witness,332,42322,41990,42231.0,-91.0,0.7259036144578314,False,0,0.6610011998564005,True,True,True,True,False,False,False,,7f1df597c86ed798bde38424f8fa16652cd89609047094eb28bb7f4f5b05f654
